esl_id,equipment_name,user_name,reservation_start_time,reservation_end_time,gym_info_name,equipment_QR_code,equipment_available
1,인클라인 벤치 1, , ,다음 예약 생성,Smart Gym,https://www.youtube.com/watch?v=4HvI_mFhzVQ,2

